id,max,mean,rate,change,attack
0,42,40.9043,0.175,0
1,46,43.8496,0.257,0
2,45.5,40.97774,0.341,1
3,48,44.4495,0.451,1
4,44.5,42.4175,0.190,0
5,47,44.0679,0.269,1
6,48.5,43.9186,0.476,0
7,49,45.53,0.520,1
8,
9,
10,
11,
12,
13,
14,
15,
